time,id,clone_id,parent_id,size,S,R1,R2,R3
52,11,2,7,1,0.64353406,0.10278365,0.022212282,0.23146993
52,12,2,5,1,0.8325451,0.020482657,0.1092192,0.037753083
52,13,2,9,1,0.0016958902,1.578602e-05,1.9420859e-05,0.99826884
52,14,2,11,1,0.9726796,0.006189766,0.007441396,0.01368925
52,15,2,12,1,0.05311496,0.00029099945,0.77536136,0.17123272
52,16,2,14,1,3.4439018e-10,2.590365e-12,2.0607897e-07,0.99999976
52,17,2,9,1,0.65035546,0.00012158433,0.27400848,0.07551442
52,18,2,5,1,0.91376257,0.00016582054,0.067742296,0.01832933
52,19,2,11,1,0.5947065,0.32521638,0.06199667,0.018080523
52,20,2,4,1,0.6066265,0.0035047545,0.22109608,0.16877261
52,21,2,7,1,0.9951369,0.0014862847,0.002515776,0.000860958
52,22,2,11,1,0.9934523,0.006225492,3.6146584e-08,0.00032219238
52,23,3,0,1,0.16397735,0.073523715,0.4100699,0.3524291
52,24,3,20,1,0.0011453395,0.2897201,0.692545,0.016589478
52,25,3,9,1,0.9913531,3.7145006e-11,0.0073537384,0.001293105
52,26,3,23,1,0.7465644,0.00037794857,0.22986408,0.023193642
53,0,0,-1,1,0.21738015,0.23498839,0.24517787,0.30245358
53,1,1,0,1,0.2877173,0.05320776,0.27288803,0.3861869
53,2,1,0,1,0.9549091,0.020850707,0.022646815,0.001593376
53,3,1,2,1,0.24973725,0.2971574,0.42308816,0.03001711
53,4,1,1,1,0.9306825,5.268726e-05,0.020002112,0.049262688
53,5,1,1,1,0.93062085,0.0021327327,0.053172458,0.014074064
53,6,1,1,1,0.4837755,0.03977639,0.1271162,0.34933192
53,7,1,1,1,0.88904256,0.02021618,0.061637465,0.029103769
53,8,1,3,1,0.0009958113,0.05118599,0.94781554,2.7409762e-06
53,9,2,1,1,0.90508664,7.4366894e-06,0.08554482,0.009361216
53,10,2,7,1,0.93456846,6.689858e-05,0.034067918,0.031296704
53,11,2,7,1,0.6832217,0.08908059,0.018166492,0.2095312
53,12,2,5,1,0.8554743,0.01677651,0.09602346,0.031725667
53,13,2,9,1,0.0017384245,1.6141632e-05,2.0126632e-05,0.9982253
53,14,2,11,1,0.97570294,0.0054831943,0.0066307215,0.012183016
53,15,2,12,1,0.061702468,0.00034794386,0.7584874,0.17946222
53,16,2,14,1,3.4439018e-10,2.590365e-12,2.0607897e-07,0.99999976
53,17,2,9,1,0.69725174,7.994853e-05,0.23604643,0.06662184
53,18,2,5,1,0.934216,9.84762e-05,0.053525973,0.012159562
53,19,2,11,1,0.66916233,0.27467972,0.042971723,0.013186268
53,20,2,4,1,0.71286064,0.0025164767,0.1419469,0.14267601
53,21,2,7,1,0.99550265,0.0013919406,0.0023103433,0.0007950638
53,22,2,11,1,0.9940293,0.005669047,3.1518073e-08,0.00030169674
53,23,3,0,1,0.1693063,0.07538494,0.40742368,0.3478851
53,24,3,20,1,0.001152234,0.28884858,0.6933652,0.016633965
53,25,3,9,1,0.9919076,3.208624e-11,0.006873928,0.0012185379
53,26,3,23,1,0.8313717,0.00026410178,0.15048048,0.017883737
53,27,3,10,1,0.00012673745,1.2065665e-06,1.2834687e-06,0.9998708
53,28,3,25,1,8.2087834e-05,1.2336258e-10,2.1866427e-08,0.99991786
54,0,0,-1,1,0.2189684,0.23456751,0.24464129,0.30182278
54,1,1,0,1,0.2930057,0.053666424,0.27041513,0.3829127
54,2,1,0,1,0.95790076,0.01947745,0.021175927,0.0014457966
54,3,1,2,1,0.26346612,0.29432955,0.4090029,0.03320143
54,4,1,1,1,0.93761593,4.2672647e-05,0.0179686,0.044372853
54,5,1,1,1,0.9364751,0.0018938318,0.048816115,0.012815022
54,6,1,1,1,0.5303149,0.032432258,0.10687188,0.330381
54,7,1,1,1,0.90005237,0.01829825,0.055332407,0.02631702
54,8,1,3,1,0.0010157593,0.051752865,0.94722855,2.7963765e-06
54,9,2,1,1,0.91845554,5.2701403e-06,0.07365901,0.007880251
54,10,2,7,1,0.9409121,5.440255e-05,0.030780667,0.028252827
54,11,2,7,1,0.72200984,0.076851845,0.01477896,0.18635935
54,12,2,5,1,0.8749229,0.014777881,0.083726116,0.02657314
54,13,2,9,1,0.0017830393,1.6513786e-05,2.0875303e-05,0.99817955
54,14,2,11,1,0.9781853,0.00490594,0.0059639504,0.010944838
54,15,2,12,1,0.07237256,0.00042037293,0.7390941,0.18811297
54,16,2,14,1,3.4439018e-10,2.590365e-12,2.0607897e-07,0.99999976
54,17,2,9,1,0.7424716,4.6690948e-05,0.20245393,0.05502777
54,18,2,5,1,0.9470299,6.517058e-05,0.04412106,0.00878394
54,19,2,11,1,0.7381472,0.22181189,0.030487653,0.009553217
54,20,2,4,1,0.81882507,0.0013474924,0.07372578,0.10610159
54,21,2,7,1,0.9958163,0.0013098505,0.0021352775,0.00073857326
54,22,2,11,1,0.9945156,0.0052003814,2.7784935e-08,0.00028397274
54,23,3,0,1,0.17480944,0.07725938,0.40469602,0.3432352
54,24,3,20,1,0.0011591977,0.28797704,0.6941851,0.016678698
54,25,3,9,1,0.99239975,2.7933909e-11,0.006448495,0.0011518138
54,26,3,23,1,0.8832868,0.00018316705,0.10282838,0.013701627
54,27,3,10,1,0.00012698979,1.2100036e-06,1.2872856e-06,0.99987054
54,28,3,25,1,8.297575e-05,1.2336954e-10,2.2045896e-08,0.99991703
54,29,4,4,1,0.9999641,3.876164e-10,4.1551496e-07,3.553827e-05
54,30,4,23,1,0.0046652737,0.6657506,0.30977264,0.019811483
54,31,4,25,1,0.0195975,2.4142846e-08,0.00018159473,0.9802209
54,32,4,31,1,0.24221633,1.2783793e-11,0.00015387112,0.7576299
55,0,0,-1,1,0.22057481,0.23414011,0.24409899,0.3011861
55,1,1,0,1,0.29883188,0.05438425,0.2665652,0.38021868
55,2,1,0,1,0.96020275,0.018362006,0.020106016,0.0013292107
55,3,1,2,1,0.27702624,0.2909412,0.3955633,0.03646923
55,4,1,1,1,0.9434556,3.5055276e-05,0.016172316,0.04033705
55,5,1,1,1,0.9416093,0.0016932826,0.044970013,0.011727416
55,6,1,1,1,0.5643282,0.025745267,0.09435567,0.31557092
55,7,1,1,1,0.9099031,0.016559508,0.049786374,0.023750981
55,8,1,3,1,0.001036473,0.05233605,0.94662464,2.8539332e-06
55,9,2,1,1,0.9291729,3.7584227e-06,0.064197525,0.006625791
55,10,2,7,1,0.9463755,4.4752152e-05,0.027941696,0.02563807
55,11,2,7,1,0.7586738,0.066002265,0.011973259,0.1633507
55,12,2,5,1,0.89189047,0.012601071,0.07287985,0.022628615
55,13,2,9,1,0.0018298947,1.6903652e-05,2.1670716e-05,0.9981316
55,14,2,11,1,0.98025346,0.0044270456,0.005407452,0.009912064
55,15,2,12,1,0.08572571,0.0005127457,0.71673405,0.19702749
55,16,2,14,1,3.4439018e-10,2.590365e-12,2.0607897e-07,0.99999976
55,17,2,9,1,0.782328,2.7197357e-05,0.17226624,0.04537855
55,18,2,5,1,0.95580757,4.6285728e-05,0.037437875,0.0067083393
55,19,2,11,1,0.79696983,0.1744,0.021771139,0.0068589835
55,20,2,4,1,0.8715026,0.0008471974,0.04596971,0.081680566
55,21,2,7,1,0.9960885,0.0012376929,0.00198432,0.0006895923
55,22,2,11,1,0.99493104,0.004800422,2.4723509e-08,0.00026847358
55,23,3,0,1,0.18049422,0.07914327,0.40188465,0.3384779
55,24,3,20,1,0.001166233,0.28710523,0.69500494,0.016723672
55,25,3,9,1,0.99283934,2.4490708e-11,0.0060689338,0.0010917666
55,26,3,23,1,0.91468835,0.00013191448,0.07440623,0.0107734185
55,27,3,10,1,0.00012724275,1.2134515e-06,1.2911149e-06,0.9998702
55,28,3,25,1,8.388317e-05,1.2337742e-10,2.2228916e-08,0.9999161
55,29,4,4,1,0.9999641,3.8733705e-10,4.1534662e-07,3.551066e-05
55,30,4,23,1,0.004831655,0.66245586,0.312784,0.019928485
55,31,4,25,1,0.035787992,3.1356482e-08,0.00030795278,0.963904
55,32,4,31,1,0.8617553,1.1872631e-11,0.0004260641,0.13781866
55,33,4,29,1,0.9998306,1.6916696e-06,0.00014365191,2.4084358e-05
56,0,0,-1,1,0.22219962,0.2337061,0.24355079,0.30054343
56,1,1,0,1,0.30455306,0.054984152,0.2631695,0.37729335
56,2,1,0,1,0.9626037,0.017316252,0.018852811,0.0012272142
56,3,1,2,1,0.29037055,0.28706,0.38280094,0.03976844
56,4,1,1,1,0.94849014,2.9354003e-05,0.0147959525,0.036684513
56,5,1,1,1,0.94614697,0.0015198137,0.041567028,0.010766157
56,6,1,1,1,0.5992056,0.020211447,0.082492664,0.29809028
56,7,1,1,1,0.9184084,0.015039202,0.044985365,0.021567054
56,8,1,3,1,0.0010579893,0.05293607,0.946003,2.9137439e-06
56,9,2,1,1,0.9378523,2.8133995e-06,0.056429587,0.0057152184
56,10,2,7,1,0.95110434,3.7211623e-05,0.025481695,0.023376767
56,11,2,7,1,0.7921544,0.05650421,0.009683793,0.14165755
56,12,2,5,1,0.90567684,0.0107705435,0.0641077,0.019444805
56,13,2,9,1,0.0018791545,1.7312497e-05,2.2516855e-05,0.99808097
56,14,2,11,1,0.9819989,0.0040244563,0.0049370658,0.009039629
56,15,2,12,1,0.10252668,0.00063012104,0.6909095,0.20593368
56,16,2,14,1,3.4439018e-10,2.590365e-12,2.0607897e-07,0.99999976
56,17,2,9,1,0.8163413,1.6002577e-05,0.14613679,0.037505955
56,18,2,5,1,0.96219087,3.455272e-05,0.032446373,0.0053282836
56,19,2,11,1,0.84324557,0.13600023,0.015796766,0.0049575013
56,20,2,4,1,0.89789605,0.0006124374,0.033427585,0.06806387
56,21,2,7,1,0.99632674,0.0011737045,0.00185282,0.00064670696
56,22,2,11,1,0.99529004,0.004455253,2.21769e-08,0.0002547896
56,23,3,0,1,0.18636891,0.08103237,0.39898694,0.3336117
56,24,3,20,1,0.0011733404,0.28623348,0.69582427,0.016768884
56,25,3,9,1,0.9932341,2.1609034e-11,0.005728401,0.0010374595
56,26,3,23,1,0.93451285,9.931172e-05,0.056648158,0.008739795
56,27,3,10,1,0.00012749732,1.2169255e-06,1.2949731e-06,0.99986994
56,28,3,25,1,8.4810395e-05,1.2338483e-10,2.2415376e-08,0.9999151
56,29,4,4,1,0.9999641,3.8705716e-10,4.151771e-07,3.5482935e-05
56,30,4,23,1,0.005008828,0.65906835,0.31587502,0.02004783
56,31,4,25,1,0.09992124,4.7708678e-08,0.0007544792,0.89932424
56,32,4,31,1,0.90729755,9.352863e-12,0.00040421454,0.092298344
56,33,4,29,1,0.99983096,1.6875339e-06,0.00014326425,2.4039597e-05
56,34,4,12,1,0.016648712,2.2655245e-08,0.9377324,0.045618933
56,35,4,24,1,0.00363567,0.00443844,0.95523924,0.03668665
56,36,4,25,1,0.99991465,4.4781737e-10,8.059933e-05,4.739078e-06
56,37,4,36,1,0.04852656,0.0036740496,0.25262052,0.69517887
57,0,0,-1,1,0.22384323,0.23326543,0.24299668,0.2998947
57,1,1,0,1,0.31052673,0.055164196,0.26038244,0.3739266
57,2,1,0,1,0.9646146,0.016358055,0.017895268,0.0011321258
57,3,1,2,1,0.30347472,0.2827532,0.3707294,0.04304271
57,4,1,1,1,0.95249975,2.525633e-05,0.013641983,0.03383305
57,5,1,1,1,0.950143,0.0013724851,0.038557205,0.009927445
57,6,1,1,1,0.634516,0.01570179,0.07143052,0.27835172
57,7,1,1,1,0.925908,0.013712217,0.04077199,0.01960778
57,8,1,3,1,0.0010803582,0.05355381,0.9453629,2.975943e-06
57,9,2,1,1,0.94494486,2.1552946e-06,0.05006834,0.0049847
57,10,2,7,1,0.95521814,3.1251933e-05,0.023340547,0.021410096
57,11,2,7,1,0.81526846,0.04808083,0.0077666766,0.12888402
57,12,2,5,1,0.91637135,0.009530349,0.05731614,0.016782247
57,13,2,9,1,0.0019310093,1.7741775e-05,2.3418452e-05,0.99802786
57,14,2,11,1,0.9834885,0.003682058,0.0045350166,0.008294418
57,15,2,12,1,0.12372528,0.00077714055,0.66109514,0.2144024
57,16,2,14,1,3.4439018e-10,2.590365e-12,2.0607897e-07,0.99999976
57,17,2,9,1,0.84468514,9.605914e-06,0.12413043,0.031174846
57,18,2,5,1,0.96703666,2.6768592e-05,0.028578863,0.004357639
57,19,2,11,1,0.8777832,0.10680997,0.011750949,0.0036558798
57,20,2,4,1,0.9199827,0.00043017368,0.023970222,0.055616956
57,21,2,7,1,0.9965373,0.0011165307,0.001737261,0.00060884166
57,22,2,11,1,0.99560297,0.004154438,2.003221e-08,0.00024260765
57,23,3,0,1,0.19244298,0.08292216,0.39599997,0.32863486
57,24,3,20,1,0.0011805216,0.28536183,0.69664335,0.016814332
57,25,3,9,1,0.9935906,1.917722e-11,0.0054213423,0.0009881193
57,26,3,23,1,0.9477219,7.7730525e-05,0.044911116,0.0072891726
57,27,3,10,1,0.00012775215,1.2204049e-06,1.2988392e-06,0.9998697
57,28,3,25,1,8.575865e-05,1.2339225e-10,2.2605557e-08,0.99991417
57,29,4,4,1,0.99996424,3.86779e-10,4.1500851e-07,3.545537e-05
57,30,4,23,1,0.005197813,0.65558296,0.3190497,0.020169612
57,31,4,25,1,0.2294598,6.271481e-08,0.0013035978,0.7692365
57,32,4,31,1,0.9329618,5.277739e-12,0.00034722843,0.06669094
57,33,4,29,1,0.99983144,1.6834134e-06,0.00014287817,2.399499e-05
57,34,4,12,1,0.018788483,2.8293078e-08,0.93216026,0.0490512
57,35,4,24,1,0.0038124793,0.00474056,0.95401704,0.037429992
57,36,4,25,1,0.99991477,4.4633536e-10,8.0428654e-05,4.730477e-06
57,37,4,36,1,0.14388148,0.0026750634,0.17962416,0.6738193
57,38,4,12,1,0.27137536,1.4495327e-05,0.7284029,0.00020719774
57,39,4,38,1,0.9201819,0.0005200909,0.0684257,0.010872372
58,0,0,-1,1,0.22550589,0.23281792,0.24243648,0.2992397
58,1,1,0,1,0.3167455,0.055583823,0.2567586,0.3709121
58,2,1,0,1,0.96652335,0.015512518,0.016910685,0.001053495
58,3,1,2,1,0.3163363,0.27808446,0.35934538,0.04623391
58,4,1,1,1,0.9562604,2.1641687e-05,0.012560458,0.031157449
58,5,1,1,1,0.9537036,0.0012453707,0.035862844,0.00918818
58,6,1,1,1,0.6696831,0.012085997,0.06129605,0.25693485
58,7,1,1,1,0.9323287,0.0125516215,0.037159048,0.017960632
58,8,1,3,1,0.001103627,0.05419002,0.9447033,3.0406788e-06
58,9,2,1,1,0.9508093,1.6851445e-06,0.04479829,0.004390759
58,10,2,7,1,0.958815,2.6489699e-05,0.021467876,0.019690622
58,11,2,7,1,0.83380234,0.040965997,0.0067596915,0.11847197
58,12,2,5,1,0.92618626,0.008342145,0.0508091,0.014662397
58,13,2,9,1,0.0019856596,1.8193037e-05,2.4380523e-05,0.9979717
58,14,2,11,1,0.98477244,0.003387865,0.0041879914,0.0076515893
58,15,2,12,1,0.15046512,0.00095548655,0.62676865,0.22181067
58,16,2,14,1,3.4439018e-10,2.590365e-12,2.0607897e-07,0.99999976
58,17,2,9,1,0.8679542,5.9207923e-06,0.105916716,0.02612321
58,18,2,5,1,0.97083694,2.1342366e-05,0.02549643,0.0036453842
58,19,2,11,1,0.9029999,0.08523288,0.008997741,0.002769503
58,20,2,4,1,0.93351525,0.00033983676,0.018848868,0.04729597
58,21,2,7,1,0.9967248,0.0010651017,0.0016349159,0.000575156
58,22,2,11,1,0.9958782,0.0038900436,1.8206547e-08,0.00023168423
58,23,3,0,1,0.19872689,0.084807605,0.39292017,0.32354537
58,24,3,20,1,0.0011877754,0.2844899,0.69746226,0.016860021
58,25,3,9,1,0.9939137,1.710908e-11,0.005143157,0.0009430929
58,26,3,23,1,0.95696926,6.279902e-05,0.03674862,0.0062193633
58,27,3,10,1,0.00012800873,1.2239105e-06,1.3027354e-06,0.99986947
58,28,3,25,1,8.672768e-05,1.2340012e-10,2.2799394e-08,0.9999132
58,29,4,4,1,0.99996424,3.8650094e-10,4.1484074e-07,3.542793e-05
58,30,4,23,1,0.0053997776,0.65199476,0.3223116,0.020293945
58,31,4,25,1,0.51857203,6.531591e-08,0.0019945826,0.47943336
58,32,4,31,1,0.9490297,3.2664804e-12,0.00030443384,0.050665937
58,33,4,29,1,0.9998318,1.6793155e-06,0.00014249435,2.3950599e-05
58,34,4,12,1,0.021465072,3.6133166e-08,0.92544913,0.05308574
58,35,4,24,1,0.004006437,0.0050785695,0.95269424,0.03822075
58,36,4,25,1,0.999915,4.4486173e-10,8.025865e-05,4.7219232e-06
58,37,4,36,1,0.51048094,0.0008585758,0.042828534,0.44583192
58,38,4,12,1,0.38442308,1.721118e-05,0.61531246,0.00024715802
58,39,4,38,1,0.9300227,0.00041289403,0.06017316,0.009391274
58,40,4,5,1,0.6934205,8.8312896e-05,0.30594638,0.0005447619
59,0,0,-1,1,0.22718795,0.23236349,0.24187014,0.29857835
59,1,1,0,1,0.3229191,0.055544935,0.2542267,0.36730918
59,2,1,0,1,0.9682976,0.014680573,0.016046977,0.00097476604
59,3,1,2,1,0.3289723,0.2731116,0.34863147,0.04928467
59,4,1,1,1,0.9597283,1.8451557e-05,0.011555542,0.028697738
59,5,1,1,1,0.95687914,0.0011341658,0.033458095,0.0085285865
59,6,1,1,1,0.70402694,0.009234736,0.05218464,0.23455365
59,7,1,1,1,0.9380327,0.011535556,0.033975653,0.01645604
59,8,1,3,1,0.0011278508,0.054845702,0.9440233,3.1081024e-06
59,9,2,1,1,0.95571244,1.3414614e-06,0.040384393,0.0039018153
59,10,2,7,1,0.9619758,2.264473e-05,0.019821972,0.018179648
59,11,2,7,1,0.8587648,0.034242574,0.0053195194,0.10167315
59,12,2,5,1,0.9343737,0.007360623,0.04534893,0.012916792
59,13,2,9,1,0.0020433455,1.8668072e-05,2.5409094e-05,0.9979126
59,14,2,11,1,0.9858891,0.0031327873,0.0038858396,0.00709225
59,15,2,12,1,0.18408698,0.0011587929,0.5874362,0.22731797
59,16,2,14,1,3.4439018e-10,2.590365e-12,2.0607897e-07,0.99999976
59,17,2,9,1,0.88692045,3.759343e-06,0.09097612,0.022099629
59,18,2,5,1,0.97389346,1.7410446e-05,0.022983978,0.0031051037
59,19,2,11,1,0.92142147,0.06933175,0.007089046,0.0021576989
59,20,2,4,1,0.9433685,0.00026322022,0.015112712,0.04125558
59,21,2,7,1,0.9968928,0.0010185649,0.0015436525,0.00054499344
59,22,2,11,1,0.9961223,0.0036559105,1.6637673e-08,0.00022182731
59,23,3,0,1,0.20523249,0.086683266,0.38974327,0.318341
59,24,3,20,1,0.0011951061,0.283618,0.69828093,0.016905975
59,25,3,9,1,0.9942081,1.5338068e-11,0.004890097,0.000901855
59,26,3,23,1,0.9637179,5.2047013e-05,0.030824753,0.005405328
59,27,3,10,1,0.00012826556,1.2274251e-06,1.3066408e-06,0.9998692
59,28,3,25,1,8.771904e-05,1.2340849e-10,2.2997218e-08,0.99991226
59,29,4,4,1,0.99996424,3.862224e-10,4.1467223e-07,3.5400368e-05
59,30,4,23,1,0.005616019,0.64829886,0.32566425,0.020420859
59,31,4,25,1,0.820847,2.6287747e-08,0.0015733634,0.17757961
59,32,4,31,1,0.9682634,2.6498888e-12,0.00031457894,0.031422034
59,33,4,29,1,0.9998323,1.6752406e-06,0.00014211267,2.3906385e-05
59,34,4,12,1,0.02488848,4.74038e-08,0.9172207,0.057890687
59,35,4,24,1,0.004220079,0.0054586367,0.95125717,0.039064113
59,36,4,25,1,0.9999151,4.4339712e-10,8.008969e-05,4.7134026e-06
59,37,4,36,1,0.9765069,8.135364e-06,0.0001644672,0.023320451
59,38,4,12,1,0.53258485,1.7662167e-05,0.46713585,0.000261585
59,39,4,38,1,0.93821454,0.00033274075,0.053269297,0.008183345
59,40,4,5,1,0.8943367,0.00014605264,0.10454918,0.0009680502
59,41,4,6,1,0.74620503,0.0023350527,0.22111225,0.03034763
59,42,4,7,1,0.21620166,0.43708697,0.07793669,0.26877472
60,0,0,-1,1,0.22888981,0.23190211,0.24129757,0.2979106
60,1,1,0,1,0.32965663,0.055771317,0.25041667,0.36415535
60,2,1,0,1,0.9698223,0.013992549,0.015271611,0.00091354107
60,3,1,2,1,0.3410793,0.26856795,0.33841097,0.051941812
60,4,1,1,1,0.96276844,1.5867032e-05,0.010669281,0.026546381
60,5,1,1,1,0.9597094,0.0010386581,0.031303573,0.007948292
60,6,1,1,1,0.736841,0.0070224754,0.04414959,0.21198691
60,7,1,1,1,0.9429569,0.010639207,0.031217026,0.015186838
60,8,1,3,1,0.0011530912,0.055521917,0.9433218,3.1783836e-06
60,9,2,1,1,0.95985436,1.084971e-06,0.036649987,0.0034946392
60,10,2,7,1,0.9647665,1.9510006e-05,0.018368408,0.016845454
60,11,2,7,1,0.8794414,0.028850349,0.00424124,0.08746708
60,12,2,5,1,0.9405915,0.006616184,0.041345235,0.011447036
60,13,2,9,1,0.002104308,1.9168678e-05,2.651038e-05,0.99785006
60,14,2,11,1,0.9868678,0.0029098345,0.0036207123,0.006601757
60,15,2,12,1,0.22617312,0.0013647192,0.5426002,0.22986199
60,16,2,14,1,3.4439018e-10,2.590365e-12,2.0607897e-07,0.99999976
60,17,2,9,1,0.9023618,2.4607762e-06,0.07875029,0.018885398
60,18,2,5,1,0.9764031,1.44711685e-05,0.020898294,0.0026841804
60,19,2,11,1,0.93505734,0.0574854,0.0057317344,0.0017255639
60,20,2,4,1,0.9516418,0.0002087697,0.012248981,0.03590052
60,21,2,7,1,0.997044,0.0009762318,0.0014617692,0.0005178254
60,22,2,11,1,0.99634004,0.0034471753,1.5277974e-08,0.00021288134
60,23,3,0,1,0.21197313,0.08854321,0.3864645,0.31301916
60,24,3,20,1,0.001202511,0.28274646,0.6990988,0.01695216
60,25,3,9,1,0.9944771,1.38117425e-11,0.004658987,0.000863947
60,26,3,23,1,0.96881527,4.4035685e-05,0.02637201,0.004768814
60,27,3,10,1,0.00012852339,1.2309566e-06,1.3105639e-06,0.99986887
60,28,3,25,1,8.873307e-05,1.2341589e-10,2.3198925e-08,0.9999112
60,29,4,4,1,0.99996424,3.8594405e-10,4.145034e-07,3.5372897e-05
60,30,4,23,1,0.00584803,0.6444894,0.32911202,0.020550465
60,31,4,25,1,0.91561186,1.1624372e-08,0.0011697777,0.08321835
60,32,4,31,1,0.9759822,2.3555337e-12,0.00031224097,0.023705568
60,33,4,29,1,0.99983275,1.6711804e-06,0.00014173267,2.3862345e-05
60,34,4,12,1,0.029385258,6.426494e-08,0.90691704,0.06369767
60,35,4,24,1,0.0044564838,0.0058884155,0.9496889,0.039966095
60,36,4,25,1,0.9999155,4.4193746e-10,7.992102e-05,4.7049025e-06
60,37,4,36,1,0.98039013,6.2122012e-06,0.00016288343,0.019440811
60,38,4,12,1,0.68288463,1.4605171e-05,0.31687003,0.00023082372
60,39,4,38,1,0.9450704,0.00027193624,0.047467086,0.007190566
60,40,4,5,1,0.93810236,0.00016320588,0.060617153,0.0011172589
60,41,4,6,1,0.78084254,0.0014825624,0.194058,0.023616873
60,42,4,7,1,0.22467509,0.4292799,0.078361064,0.267684
60,43,4,0,1,0.2717909,0.15073311,0.27377552,0.30370048
60,44,4,3,1,0.11830169,0.3920002,0.35898373,0.13071448
60,45,4,5,1,0.98359734,1.1111855e-06,0.016401341,2.1294473e-07
60,46,4,40,1,0.9464717,0.0010019147,0.0054944186,0.047031958
60,47,4,42,1,0.2957115,0.48028216,0.020045135,0.20396136
61,0,0,-1,1,0.2306117,0.23143353,0.24071857,0.2972362
61,1,1,0,1,0.3361736,0.055856638,0.24727513,0.36069465
61,2,1,0,1,0.97140265,0.013263035,0.014486795,0.0008474554
61,3,1,2,1,0.35284016,0.2641572,0.32890722,0.054095495
61,4,1,1,1,0.96527463,1.39660115e-05,0.009961171,0.024750344
61,5,1,1,1,0.96226525,0.00095334416,0.029358895,0.007422507
61,6,1,1,1,0.7674874,0.005331044,0.03719555,0.18998598
61,7,1,1,1,0.94736475,0.009848174,0.028766526,0.014020564
61,8,1,3,1,0.0011794079,0.056219507,0.94259787,3.2517e-06
61,9,2,1,1,0.9633862,8.899716e-07,0.033460837,0.0031519695
61,10,2,7,1,0.9672423,1.6931124e-05,0.017078873,0.015661847
61,11,2,7,1,0.89642394,0.024532741,0.003429791,0.07561356
61,12,2,5,1,0.94652134,0.00592484,0.0373233,0.010230539
61,13,2,9,1,0.0021688375,1.9697092e-05,2.769192e-05,0.99778384
61,14,2,11,1,0.9877314,0.0027135478,0.0033864484,0.0061686337
61,15,2,12,1,0.27873042,0.0015269729,0.49160454,0.22813813
61,16,2,14,1,3.4439018e-10,2.590365e-12,2.0607897e-07,0.99999976
61,17,2,9,1,0.91242826,1.7312234e-06,0.07091794,0.016651975
61,18,2,5,1,0.9784984,1.2216919e-05,0.019140376,0.0023489671
61,19,2,11,1,0.94534034,0.048507653,0.0047398824,0.001412206
61,20,2,4,1,0.95685184,0.00017806549,0.010570888,0.032399174
61,21,2,7,1,0.9971814,0.00093753956,0.0013879022,0.0004932255
61,22,2,11,1,0.9965353,0.0032599745,1.4090705e-08,0.0002047212
61,23,3,0,1,0.21896386,0.09038103,0.38307813,0.30757707
61,24,3,20,1,0.0012099957,0.28187448,0.69991696,0.016998617
61,25,3,9,1,0.9947239,1.2488515e-11,0.0044471575,0.0008289891
61,26,3,23,1,0.97277576,3.789244e-05,0.022926908,0.0042594317
61,27,3,10,1,0.00012878247,1.2345067e-06,1.3145117e-06,0.99986863
61,28,3,25,1,8.977063e-05,1.2342377e-10,2.3404725e-08,0.99991024
61,29,4,4,1,0.99996424,3.856666e-10,4.1433506e-07,3.5345416e-05
61,30,4,23,1,0.0060975216,0.64055973,0.33265987,0.020682856
61,31,4,25,1,0.94451267,7.1682233e-09,0.0009474722,0.054539878
61,32,4,31,1,0.9806395,2.1153e-12,0.00030839848,0.019052172
61,33,4,29,1,0.9998331,1.6671393e-06,0.00014135437,2.381845e-05
61,34,4,12,1,0.03548595,9.0743306e-08,0.8936831,0.07083088
61,35,4,24,1,0.004719363,0.0063773254,0.94796956,0.040933736
61,36,4,25,1,0.9999156,4.4048667e-10,7.975322e-05,4.696435e-06
61,37,4,36,1,0.9827247,5.172299e-06,0.0001568155,0.017113242
61,38,4,12,1,0.7938186,1.0213834e-05,0.20599495,0.00017623714
61,39,4,38,1,0.9508439,0.00022514511,0.042563196,0.006367842
61,40,4,5,1,0.95528513,0.00016913988,0.043363947,0.0011818768
61,41,4,6,1,0.81121343,0.0009542922,0.16938283,0.01844956
61,42,4,7,1,0.23347738,0.4214337,0.07868085,0.2664081
61,43,4,0,1,0.27747512,0.15009148,0.26814166,0.30429175
61,44,4,3,1,0.17715704,0.33824927,0.3591583,0.12543526
61,45,4,5,1,0.9855473,9.175234e-07,0.01445164,1.7278104e-07
61,46,4,40,1,0.9658453,0.00047451424,0.0046629123,0.029017266
61,47,4,42,1,0.31964704,0.46507335,0.024276176,0.19100343
61,48,4,19,1,0.011594874,0.0011703564,0.005665303,0.9815694
61,49,4,29,1,0.012529122,6.0418042e-05,6.62835e-09,0.9874105
61,50,4,30,1,3.3298482e-09,0.9998845,2.827654e-06,0.000112691276
61,51,4,33,1,0.24052842,0.1525469,0.24196579,0.36495897
61,52,4,34,1,0.9999591,5.156807e-14,4.0233354e-05,6.0335236e-07
62,0,0,-1,1,0.23235404,0.23095772,0.24013315,0.29655513
62,1,1,0,1,0.34334973,0.055511106,0.24421456,0.3569246
62,2,1,0,1,0.9726246,0.012700099,0.013875934,0.0007993708
62,3,1,2,1,0.36454415,0.25951496,0.31998217,0.05595868
62,4,1,1,1,0.9675225,1.2354842e-05,0.009315036,0.02315017
62,5,1,1,1,0.96456283,0.00087860756,0.027605994,0.0069525954
62,6,1,1,1,0.7954834,0.004053376,0.031279333,0.16918392
