time,clone_id,parent_id,mutation_size,vaf,S,R1,R2,R3,T1,T2,T3
43,15,6,1,0.02631578947368421,0.99999976,1.6745745e-09,5.7027942e-09,1.878089e-07,1.0,0.0,0.0
43,16,10,1,0.02631578947368421,3.6787902e-09,0.00023630381,0.0737242,0.92603946,1.0,0.0,0.0
43,17,6,1,0.02631578947368421,1.0,3.0491305e-38,1.1650362e-22,2.2640079e-34,1.0,0.0,0.0
43,18,14,1,0.02631578947368421,0.06350431,0.9364913,1.5787988e-12,4.345801e-06,1.0,0.0,0.0
44,0,-1,19,0.5,0.538012,0.3011273,0.06736165,0.09349901,1.0,0.0,0.0
44,1,0,10,0.2631578947368421,0.7626631,0.11442274,0.015636055,0.10727809,1.0,0.0,0.0
44,2,0,5,0.13157894736842105,0.410181,0.56730765,0.0065917894,0.015919438,1.0,0.0,0.0
44,3,1,7,0.18421052631578946,0.9982744,0.00067878334,0.00037260883,0.000674171,1.0,0.0,0.0
44,4,2,3,0.07894736842105263,0.40761343,0.58372855,0.004191886,0.004466134,1.0,0.0,0.0
44,5,3,1,0.02631578947368421,0.9994118,4.190898e-09,2.7062163e-07,0.0005880003,1.0,0.0,0.0
44,6,3,4,0.10526315789473684,0.99999994,4.1872358e-10,1.6934225e-09,4.7040317e-08,1.0,0.0,0.0
44,7,0,2,0.05263157894736842,0.03185135,0.45377126,0.36092255,0.1534548,1.0,0.0,0.0
44,8,0,1,0.02631578947368421,0.22417241,0.46420127,0.17441487,0.13721143,1.0,0.0,0.0
44,9,7,1,0.02631578947368421,0.025530616,5.5000764e-06,0.6893411,0.28512272,1.0,0.0,0.0
44,10,1,2,0.05263157894736842,0.010776179,0.39928767,0.066074826,0.5238613,1.0,0.0,0.0
44,11,2,1,0.02631578947368421,0.014233448,0.9675597,4.251574e-06,0.018202635,1.0,0.0,0.0
44,12,6,1,0.02631578947368421,1.0,2.0990016e-13,9.525439e-10,3.6545936e-10,1.0,0.0,0.0
44,13,3,1,0.02631578947368421,0.99177563,0.004704677,0.0015488877,0.0019707633,1.0,0.0,0.0
44,14,4,2,0.05263157894736842,0.5218161,0.47798112,1.662252e-05,0.00018617394,1.0,0.0,0.0
44,15,6,1,0.02631578947368421,0.99999976,1.6744499e-09,5.702381e-09,1.877953e-07,1.0,0.0,0.0
44,16,10,1,0.02631578947368421,3.7074155e-09,0.00023813208,0.07418358,0.92557824,1.0,0.0,0.0
44,17,6,1,0.02631578947368421,1.0,3.0491305e-38,1.1650362e-22,2.2640079e-34,1.0,0.0,0.0
44,18,14,1,0.02631578947368421,0.044035006,0.9559618,1.0271259e-12,3.2216174e-06,1.0,0.0,0.0
45,0,-1,21,0.5,0.5073266,0.28634477,0.12334225,0.08298639,1.0,0.0,0.0
45,1,0,11,0.2619047619047619,0.6933985,0.10819412,0.103369825,0.09503755,1.0,0.0,0.0
45,2,0,6,0.14285714285714285,0.4139197,0.5096596,0.06382824,0.01259249,1.0,0.0,0.0
45,3,1,8,0.19047619047619047,0.87429047,0.00051628915,0.12463015,0.00056306337,1.0,0.0,0.0
45,4,2,4,0.09523809523809523,0.41186482,0.49331188,0.09099086,0.0038324483,1.0,0.0,0.0
45,5,3,1,0.023809523809523808,0.99942553,4.094465e-09,2.648115e-07,0.0005742721,1.0,0.0,0.0
45,6,3,5,0.11904761904761904,0.80106324,3.4602574e-10,0.19893672,5.931118e-08,1.0,0.0,0.0
45,7,0,2,0.047619047619047616,0.03206006,0.45684776,0.35546312,0.15562904,1.0,0.0,0.0
45,8,0,1,0.023809523809523808,0.22155108,0.4802456,0.16619025,0.13201311,1.0,0.0,0.0
45,9,7,1,0.023809523809523808,0.027601996,6.5205777e-06,0.6807389,0.2916526,1.0,0.0,0.0
45,10,1,2,0.047619047619047616,0.009651705,0.41965482,0.05982183,0.51087165,1.0,0.0,0.0
45,11,2,1,0.023809523809523808,0.0132131055,0.97123194,3.8770327e-06,0.01555108,1.0,0.0,0.0
45,12,6,1,0.023809523809523808,1.0,2.0990016e-13,9.525439e-10,3.6545936e-10,1.0,0.0,0.0
45,13,3,1,0.023809523809523808,0.9927128,0.0040860362,0.0013501773,0.0018510048,1.0,0.0,0.0
45,14,4,3,0.07142857142857142,0.49310485,0.3882877,0.11752834,0.0010791104,1.0,0.0,0.0
45,15,6,1,0.023809523809523808,0.99999976,1.674319e-09,5.7019567e-09,1.8778096e-07,1.0,0.0,0.0
45,16,10,1,0.023809523809523808,3.736467e-09,0.00023998666,0.07464891,0.9251111,1.0,0.0,0.0
45,17,6,2,0.047619047619047616,0.5026582,2.7682683e-11,0.49734178,5.4204484e-08,1.0,0.0,0.0
45,18,14,1,0.023809523809523808,0.03375041,0.966247,7.5059707e-13,2.587688e-06,1.0,0.0,0.0
45,19,14,1,0.023809523809523808,0.4459636,0.19861563,0.352552,0.0028687401,1.0,0.0,0.0
45,20,17,1,0.023809523809523808,0.0053163636,5.5365365e-11,0.99468356,1.0840897e-07,1.0,0.0,0.0
46,0,-1,22,0.5,0.5305536,0.27918246,0.11219092,0.0780731,1.0,0.0,0.0
46,1,0,11,0.25,0.6933631,0.11163679,0.10193827,0.0930619,1.0,0.0,0.0
46,2,0,7,0.1590909090909091,0.50095874,0.4457009,0.042638052,0.010702289,1.0,0.0,0.0
46,3,1,8,0.18181818181818182,0.8750391,0.00046356794,0.123957306,0.0005400064,1.0,0.0,0.0
46,4,2,4,0.09090909090909091,0.41723382,0.5088619,0.07012609,0.0037782076,1.0,0.0,0.0
46,5,3,1,0.022727272727272728,0.9994386,4.0023633e-09,2.592535e-07,0.00056116504,1.0,0.0,0.0
46,6,3,5,0.11363636363636363,0.8021029,3.4412073e-10,0.19789699,6.36305e-08,1.0,0.0,0.0
46,7,0,2,0.045454545454545456,0.031132996,0.4618839,0.34930086,0.15768223,1.0,0.0,0.0
46,8,0,1,0.022727272727272728,0.21846256,0.4968264,0.15803647,0.12667459,1.0,0.0,0.0
46,9,7,1,0.022727272727272728,0.029929211,7.796169e-06,0.6717761,0.29828683,1.0,0.0,0.0
46,10,1,2,0.045454545454545456,0.008556572,0.4356189,0.055193953,0.50063056,1.0,0.0,0.0
46,11,2,1,0.022727272727272728,0.012371804,0.97405833,3.5691394e-06,0.013566287,1.0,0.0,0.0
46,12,6,1,0.022727272727272728,1.0,2.0990016e-13,9.525439e-10,3.6545936e-10,1.0,0.0,0.0
46,13,3,1,0.022727272727272728,0.99336505,0.0036665688,0.0012133812,0.0017549391,1.0,0.0,0.0
46,14,4,3,0.06818181818181818,0.50370085,0.40496007,0.09004938,0.0012897417,1.0,0.0,0.0
46,15,6,1,0.022727272727272728,0.99999976,1.6742232e-09,5.7016303e-09,1.877695e-07,1.0,0.0,0.0
46,16,10,1,0.022727272727272728,3.7659236e-09,0.00024186751,0.07511975,0.9246384,1.0,0.0,0.0
46,17,6,2,0.045454545454545456,0.5052574,2.296804e-11,0.49474248,6.500851e-08,1.0,0.0,0.0
46,18,14,1,0.022727272727272728,0.027371246,0.9726265,5.858695e-13,2.17579e-06,1.0,0.0,0.0
46,19,14,1,0.022727272727272728,0.4841274,0.24225323,0.2701153,0.0035041184,1.0,0.0,0.0
46,20,17,1,0.022727272727272728,0.010514896,4.593608e-11,0.98948497,1.3001701e-07,1.0,0.0,0.0
46,21,2,1,0.022727272727272728,0.99424607,0.000977576,0.00020502745,0.004571334,1.0,0.0,0.0
47,0,-1,22,0.5,0.5325304,0.28385267,0.10663993,0.07697693,1.0,0.0,0.0
47,1,0,11,0.25,0.6954336,0.11444521,0.09858677,0.09153437,1.0,0.0,0.0
47,2,0,7,0.1590909090909091,0.504291,0.45229024,0.03348989,0.009928882,1.0,0.0,0.0
47,3,1,8,0.18181818181818182,0.8787526,0.00041516186,0.12031327,0.0005189402,1.0,0.0,0.0
47,4,2,4,0.09090909090909091,0.42127907,0.5207891,0.05440171,0.0035301505,1.0,0.0,0.0
47,5,3,1,0.022727272727272728,0.9994511,3.914249e-09,2.539309e-07,0.00054863596,1.0,0.0,0.0
47,6,3,5,0.11363636363636363,0.8078993,3.4111208e-10,0.19210066,7.40426e-08,1.0,0.0,0.0
47,7,0,2,0.045454545454545456,0.031114042,0.46519995,0.34350538,0.16018061,1.0,0.0,0.0
47,8,0,1,0.022727272727272728,0.21544212,0.5136122,0.14966752,0.121278234,1.0,0.0,0.0
47,9,7,1,0.022727272727272728,0.032552354,9.406235e-06,0.66244316,0.30499503,1.0,0.0,0.0
47,10,1,2,0.045454545454545456,0.0075746775,0.4477856,0.05184207,0.49279767,1.0,0.0,0.0
47,11,2,1,0.022727272727272728,0.011661458,0.9763116,3.3104818e-06,0.01202362,1.0,0.0,0.0
47,12,6,1,0.022727272727272728,1.0,2.0990016e-13,9.525439e-10,3.6545936e-10,1.0,0.0,0.0
47,13,3,1,0.022727272727272728,0.99396354,0.0032814217,0.0010861588,0.0016688306,1.0,0.0,0.0
47,14,4,3,0.06818181818181818,0.51228833,0.41711178,0.069383636,0.0012162348,1.0,0.0,0.0
47,15,6,1,0.022727272727272728,0.99999976,1.6740763e-09,5.7011738e-09,1.877541e-07,1.0,0.0,0.0
47,16,10,1,0.022727272727272728,3.7958103e-09,0.0002437754,0.07559668,0.9241595,1.0,0.0,0.0
47,17,6,2,0.045454545454545456,0.5197483,1.5519874e-11,0.48025164,9.1046466e-08,1.0,0.0,0.0
47,18,14,1,0.022727272727272728,0.023021247,0.97697693,4.771941e-13,1.884575e-06,1.0,0.0,0.0
47,19,14,1,0.022727272727272728,0.5142367,0.2743581,0.20811829,0.0032869144,1.0,0.0,0.0
47,20,17,1,0.022727272727272728,0.039496493,3.1039747e-11,0.9605033,1.8209293e-07,1.0,0.0,0.0
47,21,2,1,0.022727272727272728,0.9944342,0.00094742444,0.00019908577,0.004419427,1.0,0.0,0.0
48,0,-1,24,0.5,0.6081118,0.2636907,0.058453202,0.0697443,1.0,0.0,0.0
48,1,0,13,0.2708333333333333,0.808481,0.098812394,0.016248437,0.07645817,1.0,0.0,0.0
48,2,0,7,0.14583333333333334,0.5070954,0.45723912,0.026479093,0.009186393,1.0,0.0,0.0
48,3,1,10,0.20833333333333334,0.98979586,0.00030247745,0.009501573,0.00040007877,1.0,0.0,0.0
48,4,2,4,0.08333333333333333,0.42452618,0.52988833,0.042391762,0.003193743,1.0,0.0,0.0
48,5,3,1,0.020833333333333332,0.99946314,3.8299426e-09,2.4882846e-07,0.0005366491,1.0,0.0,0.0
48,6,3,7,0.14583333333333334,0.98669297,1.8507048e-09,0.0133070145,5.952437e-08,1.0,0.0,0.0
48,7,0,2,0.041666666666666664,0.031956255,0.46732187,0.33785284,0.16286899,1.0,0.0,0.0
48,8,0,1,0.020833333333333332,0.21221888,0.53056526,0.14132918,0.11588668,1.0,0.0,0.0
48,9,7,1,0.020833333333333332,0.035518456,1.1459477e-05,0.6527313,0.31173873,1.0,0.0,0.0
48,10,1,2,0.041666666666666664,0.0067315325,0.45698443,0.049433365,0.4868507,1.0,0.0,0.0
48,11,2,1,0.020833333333333332,0.0110506555,0.97815657,3.0894353e-06,0.01078967,1.0,0.0,0.0
48,12,6,2,0.041666666666666664,0.9983082,5.6390443e-09,0.0016917641,5.699784e-08,1.0,0.0,0.0
48,13,3,1,0.020833333333333332,0.99443024,0.002986772,0.000990004,0.0015929664,1.0,0.0,0.0
48,14,4,3,0.0625,0.5195784,0.4257846,0.05363543,0.0010016105,1.0,0.0,0.0
48,15,6,1,0.020833333333333332,0.99999976,1.6739422e-09,5.700728e-09,1.877387e-07,1.0,0.0,0.0
48,16,10,1,0.020833333333333332,3.8261407e-09,0.0002457127,0.07608005,0.9236742,1.0,0.0,0.0
48,17,6,3,0.0625,0.9700782,8.897525e-13,0.029921858,3.8311892e-08,1.0,0.0,0.0
48,18,14,1,0.020833333333333332,0.019862648,0.9801357,4.0047146e-13,1.6667722e-06,1.0,0.0,0.0
48,19,14,1,0.020833333333333332,0.53926224,0.2972176,0.16087386,0.0026462371,1.0,0.0,0.0
48,20,17,1,0.020833333333333332,0.9102344,2.669256e-12,0.08976557,1.1493568e-07,1.0,0.0,0.0
48,21,2,1,0.020833333333333332,0.994611,0.0009190028,0.00019347457,0.0042764894,1.0,0.0,0.0
48,22,12,1,0.020833333333333332,0.9966164,1.1277879e-08,0.0033835273,1.1363022e-07,1.0,0.0,0.0
48,23,17,1,0.020833333333333332,1.0,1.4296585e-18,1.4776739e-14,8.422245e-19,1.0,0.0,0.0
49,0,-1,27,0.5,0.5450178,0.26586774,0.12028304,0.06883144,1.0,0.0,0.0
49,1,0,15,0.2777777777777778,0.7063119,0.08711507,0.1409803,0.06559272,1.0,0.0,0.0
49,2,0,8,0.14814814814814814,0.44859785,0.50030845,0.01852756,0.032566164,1.0,0.0,0.0
49,3,1,11,0.2037037037037037,0.90820503,0.00025325094,0.09119203,0.00034974303,1.0,0.0,0.0
49,4,2,4,0.07407407407407407,0.42680138,0.5370385,0.033289894,0.002870251,1.0,0.0,0.0
49,5,3,1,0.018518518518518517,0.9994746,3.74913e-09,2.4393194e-07,0.0005251673,1.0,0.0,0.0
49,6,3,8,0.14814814814814814,0.8748299,2.059814e-08,0.12517002,3.1765477e-08,1.0,0.0,0.0
49,7,0,2,0.037037037037037035,0.032112982,0.47065693,0.33172247,0.16550761,1.0,0.0,0.0
49,8,0,1,0.018518518518518517,0.20873612,0.54746574,0.13327096,0.11052714,1.0,0.0,0.0
49,9,7,1,0.018518518518518517,0.038882863,1.410631e-05,0.64263463,0.3184684,1.0,0.0,0.0
49,10,1,2,0.037037037037037035,0.006021233,0.4639755,0.047701072,0.4823022,1.0,0.0,0.0
49,11,2,1,0.018518518518518517,0.010517738,0.9796993,2.8979066e-06,0.009780012,1.0,0.0,0.0
49,12,6,2,0.037037037037037035,0.9993032,3.4584915e-09,0.0006967309,3.3188567e-08,1.0,0.0,0.0
49,13,3,1,0.018518518518518517,0.9948279,0.0027493513,0.0009140827,0.001508579,1.0,0.0,0.0
49,14,4,3,0.05555555555555555,0.52535164,0.43213084,0.0417344,0.00078312616,1.0,0.0,0.0
49,15,6,1,0.018518518518518517,0.99999976,1.6738273e-09,5.7003584e-09,1.8772653e-07,1.0,0.0,0.0
49,16,10,1,0.018518518518518517,3.856894e-09,0.0002476768,0.07656921,0.92318314,1.0,0.0,0.0
49,17,6,3,0.05555555555555555,0.9999997,1.4447542e-18,2.6037978e-07,4.2956784e-12,1.0,0.0,0.0
49,18,14,1,0.018518518518518517,0.017464023,0.98253447,3.4362083e-13,1.4971789e-06,1.0,0.0,0.0
49,19,14,1,0.018518518518518517,0.55897754,0.31385767,0.12517099,0.0019938876,1.0,0.0,0.0
49,20,17,1,0.018518518518518517,0.99999917,2.904604e-18,7.8113936e-07,1.2887034e-11,1.0,0.0,0.0
49,21,2,1,0.018518518518518517,0.9947779,0.00089216686,0.00018816724,0.0041417666,1.0,0.0,0.0
49,22,12,1,0.018518518518518517,0.9986064,6.916773e-09,0.0013934609,6.601167e-08,1.0,0.0,0.0
49,23,17,1,0.018518518518518517,1.0,1.4296585e-18,1.4776739e-14,8.422245e-19,1.0,0.0,0.0
49,24,1,1,0.018518518518518517,3.1663817e-06,0.0003010818,0.9996958,8.759639e-09,1.0,0.0,0.0
49,25,2,1,0.018518518518518517,0.023843963,0.77502704,0.00021695369,0.20091215,1.0,0.0,0.0
49,26,6,1,0.018518518518518517,3.3968696e-05,1.5619406e-07,0.9999659,6.7545813e-12,1.0,0.0,0.0
50,0,-1,31,0.5,0.53441536,0.28422645,0.116649665,0.06470854,1.0,0.0,0.0
50,1,0,17,0.27419354838709675,0.73183566,0.079310216,0.124185644,0.064668454,1.0,0.0,0.0
50,2,0,8,0.12903225806451613,0.44760102,0.5049848,0.015098403,0.032315835,1.0,0.0,0.0
50,3,1,13,0.20967741935483872,0.9111661,0.0019116623,0.07714251,0.009779834,1.0,0.0,0.0
50,4,2,4,0.06451612903225806,0.42791998,0.5429905,0.026492132,0.0025973555,1.0,0.0,0.0
50,5,3,1,0.016129032258064516,0.9994856,3.671638e-09,2.3922973e-07,0.0005141624,1.0,0.0,0.0
50,6,3,9,0.14516129032258066,0.88878524,1.8211706e-08,0.111214675,2.6755693e-08,1.0,0.0,0.0
50,7,0,3,0.04838709677419355,0.022590518,0.6224929,0.24202652,0.112890095,1.0,0.0,0.0
50,8,0,2,0.03225806451612903,0.10880749,0.58630306,0.23568669,0.06920277,1.0,0.0,0.0
50,9,7,1,0.016129032258064516,0.04271025,1.7557142e-05,0.63214916,0.32512307,1.0,0.0,0.0
50,10,1,2,0.03225806451612903,0.005425975,0.46935454,0.04645095,0.47876862,1.0,0.0,0.0
50,11,2,1,0.016129032258064516,0.010047214,0.9810115,2.7300491e-06,0.008938512,1.0,0.0,0.0
50,12,6,2,0.03225806451612903,0.9995172,2.8240594e-09,0.0004828315,2.653443e-08,1.0,0.0,0.0
50,13,3,2,0.03225806451612903,0.92460126,0.012408385,0.00055841974,0.06243193,1.0,0.0,0.0
50,14,4,3,0.04838709677419355,0.5293756,0.43713197,0.032879304,0.00061308354,1.0,0.0,0.0
50,15,6,1,0.016129032258064516,0.99999976,1.6736996e-09,5.6999343e-09,1.877122e-07,1.0,0.0,0.0
50,16,10,1,0.016129032258064516,3.888147e-09,0.00024967114,0.07706488,0.9226855,1.0,0.0,0.0
50,17,6,4,0.06451612903225806,0.99999976,1.0834576e-18,1.9526026e-07,3.2214515e-12,1.0,0.0,0.0
50,18,14,1,0.016129032258064516,0.015580157,0.9844184,2.9993347e-13,1.3610647e-06,1.0,0.0,0.0
50,19,14,1,0.016129032258064516,0.5729302,0.3269771,0.098605886,0.001486783,1.0,0.0,0.0
50,20,17,1,0.016129032258064516,0.99999917,2.9041718e-18,7.81041e-07,1.2885805e-11,1.0,0.0,0.0
50,21,2,1,0.016129032258064516,0.9949356,0.000866792,0.00018314032,0.004014597,1.0,0.0,0.0
50,22,12,1,0.016129032258064516,0.9990344,5.647909e-09,0.00096566207,5.27034e-08,1.0,0.0,0.0
50,23,17,1,0.016129032258064516,1.0,1.4296585e-18,1.4776739e-14,8.422245e-19,1.0,0.0,0.0
50,24,1,1,0.016129032258064516,3.1820603e-06,0.00030272876,0.9996941,8.819003e-09,1.0,0.0,0.0
50,25,2,1,0.016129032258064516,0.005663855,0.79048496,0.0008340426,0.20301715,1.0,0.0,0.0
50,26,6,1,0.016129032258064516,3.415332e-05,1.565833e-07,0.99996567,6.7718396e-12,1.0,0.0,0.0
50,27,7,1,0.016129032258064516,0.00074525434,0.92284364,0.07437873,0.0020324518,1.0,0.0,0.0
50,28,8,1,0.016129032258064516,0.012733408,0.6079074,0.34606722,0.033292,1.0,0.0,0.0
50,29,13,1,0.016129032258064516,0.8540289,0.022252642,0.0002577579,0.1234607,1.0,0.0,0.0
50,30,17,1,0.016129032258064516,1.0,5.093376e-38,6.6158203e-18,6.1609154e-31,1.0,0.0,0.0
51,0,-1,33,0.5,0.52959573,0.28913245,0.096849166,0.08442263,1.0,0.0,0.0
51,1,0,17,0.25757575757575757,0.7378269,0.07951459,0.12401206,0.058646474,1.0,0.0,0.0
51,2,0,10,0.15151515151515152,0.4403135,0.4285519,0.013412645,0.117721915,1.0,0.0,0.0
51,3,1,13,0.19696969696969696,0.9196855,0.00081486994,0.077110805,0.0023888324,1.0,0.0,0.0
51,4,2,4,0.06060606060606061,0.4278685,0.54830366,0.021452742,0.0023751194,1.0,0.0,0.0
51,5,3,1,0.015151515151515152,0.9994961,3.5972552e-09,2.3470936e-07,0.0005036034,1.0,0.0,0.0
51,6,3,9,0.13636363636363635,0.88880944,1.8173044e-08,0.11119056,2.590643e-08,1.0,0.0,0.0
51,7,0,3,0.045454545454545456,0.023275742,0.6460772,0.21651624,0.11413079,1.0,0.0,0.0
51,8,0,2,0.030303030303030304,0.10037981,0.79037714,0.059327938,0.0499151,1.0,0.0,0.0
51,9,7,1,0.015151515151515152,0.04707593,2.210913e-05,0.62127525,0.33162674,1.0,0.0,0.0
51,10,1,2,0.030303030303030304,0.0049260096,0.47355688,0.045546643,0.47597045,1.0,0.0,0.0
51,11,2,2,0.030303030303030304,0.00666694,0.5021017,0.002134216,0.48909715,1.0,0.0,0.0
51,12,6,2,0.030303030303030304,0.99962556,2.4533124e-09,0.00037436816,2.2719899e-08,1.0,0.0,0.0
51,13,3,2,0.030303030303030304,0.97982144,0.0052799815,0.0004774153,0.014421125,1.0,0.0,0.0
51,14,4,3,0.045454545454545456,0.53164625,0.44151434,0.026345948,0.0004934442,1.0,0.0,0.0
51,15,6,1,0.015151515151515152,0.99999976,1.6735687e-09,5.69951e-09,1.8769789e-07,1.0,0.0,0.0
51,16,10,1,0.015151515151515152,3.919856e-09,0.00025169482,0.07756707,0.92218125,1.0,0.0,0.0
51,17,6,4,0.06060606060606061,0.99999976,1.0833523e-18,1.9523605e-07,3.2211566e-12,1.0,0.0,0.0
51,18,14,1,0.015151515151515152,0.01406121,0.98593754,2.653953e-13,1.2491915e-06,1.0,0.0,0.0
51,19,14,1,0.015151515151515152,0.5812581,0.33860502,0.079006016,0.0011308206,1.0,0.0,0.0
51,20,17,1,0.015151515151515152,0.99999917,2.903751e-18,7.809442e-07,1.2884626e-11,1.0,0.0,0.0
51,21,2,1,0.015151515151515152,0.99508435,0.0008427635,0.00017837177,0.00389438,1.0,0.0,0.0
51,22,12,1,0.015151515151515152,0.9992512,4.906415e-09,0.0007487354,4.5074337e-08,1.0,0.0,0.0
51,23,17,1,0.015151515151515152,1.0,1.4296585e-18,1.4776739e-14,8.422245e-19,1.0,0.0,0.0
51,24,1,1,0.015151515151515152,3.1979018e-06,0.00030439344,0.99969244,8.879041e-09,1.0,0.0,0.0
51,25,2,2,0.030303030303030304,0.40958357,0.49732667,0.0154247675,0.07766495,1.0,0.0,0.0
51,26,6,1,0.015151515151515152,3.4340424e-05,1.5697695e-07,0.99996555,6.7893113e-12,1.0,0.0,0.0
51,27,7,1,0.015151515151515152,0.00051329227,0.9888671,0.0103112,0.00030848756,1.0,0.0,0.0
51,28,8,1,0.015151515151515152,0.00010968361,0.99851125,0.0012338631,0.0001452602,1.0,0.0,0.0
51,29,13,1,0.015151515151515152,0.96415675,0.008163439,0.00014636134,0.027533459,1.0,0.0,0.0
51,30,17,1,0.015151515151515152,1.0,5.093376e-38,6.6158203e-18,6.1609154e-31,1.0,0.0,0.0
51,31,11,1,0.015151515151515152,0.0037062082,0.022060126,0.0042658504,0.96996784,1.0,0.0,0.0
51,32,25,1,0.015151515151515152,0.80484384,0.091204494,0.030758673,0.07319294,1.0,0.0,0.0
52,0,-1,37,0.5,0.47451487,0.28132495,0.1175846,0.12657554,1.0,0.0,0.0
52,1,0,19,0.25675675675675674,0.6606829,0.11474732,0.17264235,0.051927377,1.0,0.0,0.0
52,2,0,12,0.16216216216216217,0.3728238,0.35829976,0.0116992965,0.25717714,1.0,0.0,0.0
52,3,1,14,0.1891891891891892,0.85481787,0.0005980167,0.14301433,0.0015697248,1.0,0.0,0.0
52,4,2,4,0.05405405405405406,0.4267534,0.55335003,0.017703563,0.0021929287,1.0,0.0,0.0
52,5,3,1,0.013513513513513514,0.99950624,3.52581e-09,2.3036283e-07,0.0004934651,1.0,0.0,0.0
52,6,3,10,0.13513513513513514,0.7999419,1.6344526e-08,0.20005807,2.2799046e-08,1.0,0.0,0.0
52,7,0,3,0.04054054054054054,0.024447985,0.64816856,0.2114674,0.11591607,1.0,0.0,0.0
52,8,0,2,0.02702702702702703,0.098284826,0.7986312,0.05570127,0.047382712,1.0,0.0,0.0
52,9,7,1,0.013513513513513514,0.05206697,2.8186474e-05,0.6100176,0.33788726,1.0,0.0,0.0
52,10,1,2,0.02702702702702703,0.0045035607,0.4768932,0.04489387,0.47370943,1.0,0.0,0.0
52,11,2,3,0.04054054054054054,0.004689116,0.33761406,0.0017155315,0.6559813,1.0,0.0,0.0
52,12,6,3,0.04054054054054054,0.66646177,1.4663125e-09,0.3335382,1.3428782e-08,1.0,0.0,0.0
52,13,3,2,0.02702702702702703,0.9854792,0.004170133,0.0004400201,0.009910597,1.0,0.0,0.0
52,14,4,3,0.04054054054054054,0.53231984,0.44575527,0.021513075,0.00041177668,1.0,0.0,0.0
52,15,6,1,0.013513513513513514,0.99999976,1.673441e-09,5.699108e-09,1.8768392e-07,1.0,0.0,0.0
52,16,10,1,0.013513513513513514,3.95202e-09,0.00025374893,0.07807592,0.9216703,1.0,0.0,0.0
52,17,6,4,0.05405405405405406,0.99999976,1.0832527e-18,1.9521259e-07,3.2208617e-12,1.0,0.0,0.0
52,18,14,1,0.013513513513513514,0.012810389,0.9871884,2.3745307e-13,1.1554704e-06,1.0,0.0,0.0
52,19,14,1,0.013513513513513514,0.5845266,0.35007703,0.06450758,0.0008887128,1.0,0.0,0.0
52,20,17,1,0.013513513513513514,0.99999917,2.9033523e-18,7.8085037e-07,1.2883446e-11,1.0,0.0,0.0
52,21,2,1,0.013513513513513514,0.99522567,0.00081997935,0.00017384291,0.0037805839,1.0,0.0,0.0
52,22,12,2,0.02702702702702703,0.49969268,2.1993638e-09,0.5003073,1.9960442e-08,1.0,0.0,0.0
52,23,17,1,0.013513513513513514,1.0,1.4296585e-18,1.4776739e-14,8.422245e-19,1.0,0.0,0.0
52,24,1,1,0.013513513513513514,3.2138896e-06,0.0003060749,0.9996908,8.939795e-09,1.0,0.0,0.0
52,25,2,3,0.04054054054054054,0.2961059,0.3275658,0.017316887,0.3590114,1.0,0.0,0.0
52,26,6,1,0.013513513513513514,3.4529046e-05,1.5737264e-07,0.9999653,6.806892e-12,1.0,0.0,0.0
52,27,7,1,0.013513513513513514,0.00047664015,0.9916746,0.0076192967,0.00022943696,1.0,0.0,0.0
52,28,8,1,0.013513513513513514,0.000106429834,0.99854666,0.0012057073,0.00014112901,1.0,0.0,0.0
52,29,13,1,0.013513513513513514,0.975159,0.0061145085,0.00011886932,0.018607544,1.0,0.0,0.0
52,30,17,1,0.013513513513513514,1.0,5.093376e-38,6.6158203e-18,6.1609154e-31,1.0,0.0,0.0
52,31,11,1,0.013513513513513514,0.004812737,0.029705735,0.0051441453,0.96033734,1.0,0.0,0.0
52,32,25,1,0.013513513513513514,0.87675154,0.06169585,0.02173081,0.039821777,1.0,0.0,0.0
52,33,1,1,0.013513513513513514,0.00786584,0.81404614,0.1742185,0.0038695352,1.0,0.0,0.0
52,34,11,1,0.013513513513513514,4.2204033e-06,5.33393e-06,1.4448588e-11,0.99999046,1.0,0.0,0.0
52,35,22,1,0.013513513513513514,1.2099653e-19,2.3980313e-13,1.0,4.4777883e-32,1.0,0.0,0.0
52,36,25,1,0.013513513513513514,0.0038436516,0.021697486,0.030036645,0.9444222,1.0,0.0,0.0
53,0,-1,42,0.5,0.49007797,0.2752932,0.12574093,0.108887844,1.0,0.0,0.0
53,1,0,24,0.2857142857142857,0.6478733,0.1351281,0.17620766,0.040790968,1.0,0.0,0.0
53,2,0,12,0.14285714285714285,0.3752378,0.3640368,0.011992897,0.24873255,1.0,0.0,0.0
53,3,1,19,0.2261904761904762,0.7880966,0.052985355,0.15789907,0.0010189206,1.0,0.0,0.0
53,4,2,4,0.047619047619047616,0.42472315,0.55835646,0.014879905,0.0020404842,1.0,0.0,0.0
53,5,3,2,0.023809523809523808,0.4998279,0.00027405037,0.4986512,0.0012467919,1.0,0.0,0.0
53,6,3,12,0.14285714285714285,0.74995923,0.083267964,0.16677274,1.868205e-08,1.0,0.0,0.0
53,7,0,3,0.03571428571428571,0.026060143,0.6496094,0.20672967,0.11760073,1.0,0.0,0.0
53,8,0,2,0.023809523809523808,0.09631248,0.80608195,0.05252913,0.045076482,1.0,0.0,0.0
53,9,7,1,0.011904761904761904,0.05778283,3.6400117e-05,0.59838545,0.34379527,1.0,0.0,0.0
